index,station,date,tavg,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,vap_pressure,sat_vap_pressure,rel_hum,latitude,longitude
772,1,2009-05-19,66.0,0.0,29.48,30.21,13.5,21,13.8,0.9652723034172666,2.114535089135237,45.64938687359525,41.995,-87.933
773,2,2009-05-19,67.0,0.0,29.55,30.22,12.3,21,12.4,0.9299536585929518,2.1878578166173233,42.50521453129737,41.786,-87.752
774,1,2009-05-20,73.0,0.0,29.4,30.13,14.4,20,14.6,0.9652723034172666,2.67717649683204,36.05560950350093,41.995,-87.933
775,2,2009-05-20,73.0,0.001,29.47,30.13,11.9,20,12.1,0.9299536585929518,2.67717649683204,34.73635973173176,41.786,-87.752
776,1,2009-05-21,72.0,0.0,29.38,30.09,7.8,23,12.8,1.1604803132249262,2.5894334040296574,44.815993777596105,41.995,-87.933
777,2,2009-05-21,73.0,0.0,29.44,30.09,8.1,25,10.9,1.118835500511772,2.67717649683204,41.79162269785776,41.786,-87.752
778,1,2009-05-22,61.0,0.0,29.46,30.18,10.4,4,10.7,1.0395247562934355,1.7796758794005267,58.41090326198011,41.995,-87.933
779,2,2009-05-22,63.0,0.0,29.5,30.16,10.0,3,10.6,1.0785295493433393,1.907490618143548,56.541800996799175,41.786,-87.752
780,1,2009-05-23,65.0,0.0,29.33,30.06,4.5,7,5.7,1.2035026060200316,2.0434041232627425,58.89694516708599,41.995,-87.933
781,2,2009-05-23,67.0,0.001,29.39,30.05,4.5,8,5.5,1.2479419299677836,2.1878578166173233,57.03944381071543,41.786,-87.752
782,1,2009-05-24,63.0,0.0,29.34,30.07,10.4,4,11.0,1.0395247562934355,1.907490618143548,54.496978721979026,41.995,-87.933
783,2,2009-05-24,63.0,0.0,29.39,30.05,10.7,3,10.8,1.0785295493433393,1.907490618143548,56.541800996799175,41.786,-87.752
784,1,2009-05-25,61.0,0.04,29.28,30.02,10.3,6,10.8,0.9299536585929518,1.7796758794005267,52.25410252265717,41.995,-87.933
785,2,2009-05-25,60.0,0.08,29.33,30.0,8.7,6,9.5,1.0395247562934355,1.718672872360171,60.48415454803252,41.786,-87.752
786,1,2009-05-26,64.0,1.73,29.08,29.82,7.5,5,7.8,1.2479419299677836,1.9744078939310175,63.20588232065611,41.995,-87.933
787,2,2009-05-26,66.0,1.38,29.13,29.81,5.7,6,6.8,1.3901719595497484,2.114535089135237,65.74362216511028,41.786,-87.752
788,1,2009-05-27,64.0,0.02,28.95,29.68,3.6,24,7.2,1.6022204474445827,1.9744078939310175,81.14941458497641,41.995,-87.933
789,2,2009-05-27,67.0,0.001,29.02,29.67,6.8,24,8.3,1.718672872360171,2.1878578166173233,78.55505322633051,41.786,-87.752
790,1,2009-05-28,58.0,0.0,29.06,29.76,6.8,30,8.1,1.2479419299677836,1.6022204474445827,77.88827885439574,41.995,-87.933
791,2,2009-05-28,60.0,0.0,29.11,29.75,6.8,29,8.3,1.2479419299677836,1.718672872360171,72.61078882649988,41.786,-87.752
792,1,2009-05-29,62.0,0.001,29.17,29.88,2.7,32,6.9,1.1604803132249262,1.8425977339080952,62.98066538720754,41.995,-87.933
793,2,2009-05-29,66.0,0.0,29.23,29.87,2.0,31,6.8,1.1604803132249262,2.114535089135237,54.88110928911176,41.786,-87.752
794,1,2009-05-30,65.0,0.001,29.09,29.81,2.9,27,6.8,1.0395247562934355,2.0434041232627425,50.8722060633609,41.995,-87.933
795,2,2009-05-30,66.0,0.001,29.15,29.8,1.8,29,6.6,1.0395247562934355,2.114535089135237,49.16091303637628,41.786,-87.752
796,1,2009-05-31,59.0,0.0,29.21,29.94,2.7,10,4.6,0.8627604519394957,1.6595376897161735,51.987999868026584,41.995,-87.933
797,2,2009-05-31,61.0,0.0,29.26,29.93,2.9,9,6.3,0.9299536585929518,1.7796758794005267,52.25410252265717,41.786,-87.752
798,1,2009-06-01,65.0,0.44,29.19,29.89,1.2,34,11.1,1.3412346443657976,2.0434041232627425,65.63726817895535,41.995,-87.933
799,2,2009-06-01,66.0,0.83,29.25,29.88,1.0,34,10.0,1.3901719595497484,2.114535089135237,65.74362216511028,41.786,-87.752
800,1,2009-06-02,54.0,0.12,29.36,30.09,7.4,3,8.0,1.0395247562934355,1.3901719595497484,74.77670292171041,41.995,-87.933
801,2,2009-06-02,56.0,0.06,29.42,30.07,8.3,3,9.2,1.0785295493433393,1.4928458239097433,72.24654629897981,41.786,-87.752
802,1,2009-06-03,52.0,0.0,29.42,30.15,10.5,4,10.7,0.7999408729260532,1.293838786317489,61.826935580037514,41.995,-87.933
803,2,2009-06-03,54.0,0.0,29.47,30.13,11.0,2,11.4,0.8308199423687624,1.3901719595497484,59.763825378685524,41.786,-87.752
804,1,2009-06-04,55.0,0.0,29.31,30.05,4.7,4,5.9,0.7412438893632398,1.4406941917649823,51.45046697628094,41.995,-87.933
805,2,2009-06-04,58.0,0.0,29.36,30.05,5.2,5,6.4,0.7700922603003449,1.6022204474445827,48.06406393880333,41.786,-87.752
806,1,2009-06-05,62.0,0.0,29.18,29.91,5.8,26,6.7,0.9652723034172666,1.8425977339080952,52.386491400374865,41.995,-87.933
807,2,2009-06-05,64.0,0.0,29.23,29.91,6.3,25,7.2,0.9299536585929518,1.9744078939310175,47.10038191457124,41.786,-87.752
808,1,2009-06-06,57.0,0.02,29.2,29.93,6.2,5,7.7,1.0017843158463344,1.5466723806554707,64.7702983757804,41.995,-87.933
809,2,2009-06-06,61.0,0.001,29.26,29.92,4.7,3,7.2,1.118835500511772,1.7796758794005267,62.86737452938033,41.786,-87.752
810,1,2009-06-07,63.0,0.04,29.14,29.87,2.7,8,6.9,1.3412346443657976,1.907490618143548,70.31408865702022,41.995,-87.933
811,2,2009-06-07,65.0,0.001,29.21,29.86,1.5,11,7.7,1.3901719595497484,2.0434041232627425,68.0321598514754,41.786,-87.752
812,1,2009-06-08,66.0,0.45,29.06,29.77,5.9,24,9.2,1.718672872360171,2.114535089135237,81.27899514134057,41.995,-87.933
813,2,2009-06-08,69.0,0.3,29.11,29.76,6.4,25,10.0,1.7796758794005267,2.3413129950817426,76.01187381349638,41.786,-87.752
814,1,2009-06-09,61.0,0.001,29.23,29.94,4.0,6,6.3,1.3412346443657976,1.7796758794005267,75.36398396418029,41.995,-87.933
815,2,2009-06-09,62.0,0.001,29.29,29.94,6.4,8,7.9,1.3412346443657976,1.8425977339080952,72.79042081100786,41.786,-87.752
816,1,2009-06-10,61.0,0.01,29.15,29.89,8.0,5,8.7,1.1604803132249262,1.7796758794005267,65.20739684440895,41.995,-87.933
817,2,2009-06-10,61.0,0.04,29.21,29.88,8.5,4,9.2,1.2035026060200316,1.7796758794005267,67.62481977479092,41.786,-87.752
818,1,2009-06-11,59.0,0.01,29.11,29.83,10.2,3,10.3,1.2479419299677836,1.6595376897161735,75.19816739933252,41.995,-87.933
819,2,2009-06-11,57.0,1.14,29.17,29.82,8.8,1,9.0,1.3412346443657976,1.5466723806554707,86.71743681085131,41.786,-87.752
820,1,2009-06-12,62.0,0.001,29.24,29.95,4.4,7,5.8,1.1604803132249262,1.8425977339080952,62.98066538720754,41.995,-87.933
821,2,2009-06-12,61.0,0.001,29.3,29.95,5.0,6,6.7,1.1604803132249262,1.7796758794005267,65.20739684440895,41.786,-87.752
822,1,2009-06-13,61.0,0.33,29.28,30.0,5.9,5,6.7,1.2479419299677836,1.7796758794005267,70.12186569546279,41.995,-87.933
823,2,2009-06-13,61.0,0.31,29.34,29.99,7.2,4,7.6,1.293838786317489,1.7796758794005267,72.70081037190384,41.786,-87.752
824,1,2009-06-14,64.0,0.0,29.29,30.01,4.5,4,4.7,1.118835500511772,1.9744078939310175,56.66688752364066,41.995,-87.933
825,2,2009-06-14,65.0,0.0,29.34,30.0,5.1,5,5.8,1.2035026060200316,2.0434041232627425,58.89694516708599,41.786,-87.752
826,1,2009-06-15,67.0,0.0,29.28,30.01,5.5,9,6.4,1.1604803132249262,2.1878578166173233,53.04185237316567,41.995,-87.933
827,2,2009-06-15,69.0,0.0,29.34,29.99,7.4,9,7.7,1.1604803132249262,2.3413129950817426,49.56536420643794,41.786,-87.752
828,1,2009-06-16,65.0,1.23,29.15,29.89,11.2,10,11.8,1.4406941917649823,2.0434041232627425,70.50461410759014,41.995,-87.933
829,2,2009-06-16,68.0,1.07,29.21,29.87,10.3,11,10.7,1.5466723806554707,2.2634305941504893,68.3331039463999,41.786,-87.752
830,1,2009-06-17,66.0,0.0,29.16,29.88,3.0,36,6.2,1.6595376897161735,2.114535089135237,78.48239067978108,41.995,-87.933
831,2,2009-06-17,68.0,0.0,29.21,29.87,2.6,34,6.7,1.718672872360171,2.2634305941504893,75.93221001791854,41.786,-87.752
833,2,2009-06-18,72.0,0.11,29.15,29.79,3.7,17,5.8,1.9744078939310175,2.5894334040296574,76.2486453931759,41.786,-87.752
834,1,2009-06-19,76.0,3.97,28.97,29.7,7.2,18,11.6,2.1878578166173233,2.956443411602841,74.00303378143039,41.995,-87.933
835,2,2009-06-19,77.0,0.87,29.03,29.68,6.3,18,10.5,2.2634305941504893,3.055108919367253,74.08673974933997,41.786,-87.752
836,1,2009-06-20,78.0,0.0,29.08,29.76,8.3,29,8.6,2.0434041232627425,3.156681699769707,64.73266289128287,41.995,-87.933
837,2,2009-06-20,79.0,0.0,29.13,29.74,8.3,28,8.6,2.0434041232627425,3.261235410853136,62.657363417018395,41.786,-87.752
838,1,2009-06-21,77.0,0.01,29.12,29.82,2.8,7,3.9,1.907490618143548,3.055108919367253,62.43609208337523,41.995,-87.933
839,2,2009-06-21,79.0,0.001,29.17,29.8,3.3,9,3.5,1.9744078939310175,3.261235410853136,60.54171641091418,41.786,-87.752
840,1,2009-06-22,79.0,0.09,29.09,29.79,4.0,11,5.6,2.1878578166173233,3.261235410853136,67.08677973188638,41.995,-87.933
841,2,2009-06-22,80.0,0.06,29.15,29.77,5.3,12,7.2,2.1878578166173233,3.3688452478372373,64.9438503600575,41.786,-87.752
842,1,2009-06-23,83.0,0.0,29.16,29.87,1.8,14,3.5,2.3413129950817426,3.710787036753495,63.09478210126868,41.995,-87.933
843,2,2009-06-23,84.0,0.0,29.22,29.85,2.8,13,4.5,2.2634305941504893,3.83140492977281,59.07573424468877,41.786,-87.752
844,1,2009-06-24,85.0,0.04,29.16,29.87,1.9,22,5.8,2.2634305941504893,3.9554788424132794,57.22266972788424,41.995,-87.933
845,2,2009-06-24,83.0,0.78,29.21,29.85,2.1,23,4.3,2.2634305941504893,3.710787036753495,60.99597125171394,41.786,-87.752
846,1,2009-06-25,85.0,0.001,29.08,29.8,2.4,32,4.9,2.3413129950817426,3.9554788424132794,59.1916450159365,41.995,-87.933
847,2,2009-06-25,85.0,0.0,29.15,29.77,1.8,26,4.6,2.2634305941504893,3.9554788424132794,57.22266972788424,41.786,-87.752
849,2,2009-06-26,79.0,0.0,29.2,29.83,6.4,4,8.0,1.7796758794005267,3.261235410853136,54.57060454691204,41.786,-87.752
850,1,2009-06-27,76.0,0.3,29.1,29.82,5.1,21,6.9,1.7796758794005267,2.956443411602841,60.19651424465021,41.995,-87.933
851,2,2009-06-27,79.0,0.05,29.18,29.8,6.0,22,6.9,1.718672872360171,3.261235410853136,52.700055526214456,41.786,-87.752
852,1,2009-06-28,75.0,0.0,29.0,29.73,13.2,29,13.6,1.3412346443657976,2.860613031507167,46.886266321004044,41.995,-87.933
853,2,2009-06-28,76.0,0.0,29.08,29.71,14.1,29,14.6,1.3412346443657976,2.956443411602841,45.36649134233369,41.786,-87.752
854,1,2009-06-29,70.0,0.0,28.89,29.6,12.2,30,12.7,1.3901719595497484,2.4215658994293485,57.40797555322974,41.995,-87.933
855,2,2009-06-29,72.0,0.0,28.95,29.59,13.4,30,14.1,1.3901719595497484,2.5894334040296574,53.68633761294547,41.786,-87.752
856,1,2009-06-30,63.0,0.0,28.95,29.65,8.9,30,9.1,1.3412346443657976,1.907490618143548,70.31408865702022,41.995,-87.933
857,2,2009-06-30,65.0,0.0,29.0,29.64,8.1,30,8.3,1.3412346443657976,2.0434041232627425,65.63726817895535,41.786,-87.752
858,1,2009-07-01,61.0,0.001,29.07,29.77,8.2,32,8.7,1.293838786317489,1.7796758794005267,72.70081037190384,41.995,-87.933
859,2,2009-07-01,61.0,0.02,29.13,29.76,6.6,31,7.4,1.3901719595497484,1.7796758794005267,78.11377204359366,41.786,-87.752
860,1,2009-07-02,66.0,0.0,29.26,29.95,8.4,31,8.8,1.3901719595497484,2.114535089135237,65.74362216511028,41.995,-87.933
861,2,2009-07-02,67.0,0.0,29.31,29.94,5.7,31,7.6,1.4406941917649823,2.1878578166173233,65.84953468285518,41.786,-87.752
862,1,2009-07-03,71.0,0.0,29.36,30.06,1.2,34,5.8,1.4928458239097433,2.504251515881733,59.612455635636124,41.995,-87.933
863,2,2009-07-03,71.0,0.0,29.41,30.05,1.8,2,6.5,1.4928458239097433,2.504251515881733,59.612455635636124,41.786,-87.752
864,1,2009-07-04,64.0,0.2,29.26,29.99,1.8,13,3.8,1.6022204474445827,1.9744078939310175,81.14941458497641,41.995,-87.933
865,2,2009-07-04,66.0,0.12,29.31,29.98,3.4,14,4.7,1.6022204474445827,2.114535089135237,75.77175974411608,41.786,-87.752
866,1,2009-07-05,69.0,0.05,29.2,29.92,0.7,34,2.4,1.6022204474445827,2.3413129950817426,68.43256116590443,41.995,-87.933
867,2,2009-07-05,72.0,0.03,29.25,29.9,0.3,36,2.6,1.6595376897161735,2.5894334040296574,64.08883453552477,41.786,-87.752
868,1,2009-07-06,73.0,0.0,29.14,29.86,7.5,31,7.8,1.3901719595497484,2.67717649683204,51.926795308219994,41.995,-87.933
869,2,2009-07-06,74.0,0.0,29.2,29.84,4.2,30,5.5,1.3901719595497484,2.767547123315401,50.231193819181755,41.786,-87.752
870,1,2009-07-07,68.0,0.001,29.18,29.89,5.9,7,7.0,1.3901719595497484,2.2634305941504893,61.41880219974262,41.995,-87.933
871,2,2009-07-07,71.0,0.0,29.24,29.88,5.9,7,7.5,1.4406941917649823,2.504251515881733,57.529931902935154,41.786,-87.752
872,1,2009-07-08,63.0,0.06,29.28,29.99,6.8,6,7.0,1.4928458239097433,1.907490618143548,78.26228919346639,41.995,-87.933
873,2,2009-07-08,65.0,0.17,29.34,29.98,7.0,8,7.4,1.4406941917649823,2.0434041232627425,70.50461410759014,41.786,-87.752
874,1,2009-07-09,69.0,0.0,29.35,30.07,5.8,11,6.9,1.5466723806554707,2.3413129950817426,66.06004339891649,41.995,-87.933
875,2,2009-07-09,72.0,0.0,29.41,30.05,6.5,10,7.3,1.6022204474445827,2.5894334040296574,61.875329365536835,41.786,-87.752
876,1,2009-07-10,73.0,0.08,29.34,30.06,4.4,21,4.9,1.9744078939310175,2.67717649683204,73.74963497055111,41.995,-87.933
877,2,2009-07-10,76.0,0.12,29.41,30.04,3.6,21,4.6,2.0434041232627425,2.956443411602841,69.11697058848515,41.786,-87.752
878,1,2009-07-11,74.0,0.25,29.34,30.04,4.8,31,7.0,1.6595376897161735,2.767547123315401,59.964207139790986,41.995,-87.933
879,2,2009-07-11,77.0,1.12,29.39,30.02,5.9,29,7.6,1.718672872360171,3.055108919367253,56.25569882189755,41.786,-87.752
880,1,2009-07-12,70.0,0.0,29.35,30.07,2.9,29,5.7,1.2479419299677836,2.4215658994293485,51.53450212781184,41.995,-87.933
881,2,2009-07-12,71.0,0.0,29.41,30.05,1.9,33,5.2,1.2035026060200316,2.504251515881733,48.05837586151106,41.786,-87.752
882,1,2009-07-13,70.0,0.0,29.36,30.07,4.8,7,5.8,1.0395247562934355,2.4215658994293485,42.92779133280674,41.995,-87.933
883,2,2009-07-13,72.0,0.0,29.41,30.05,5.8,7,7.4,1.118835500511772,2.5894334040296574,43.20773412325061,41.786,-87.752
884,1,2009-07-14,68.0,0.0,29.34,30.07,6.7,16,7.5,1.2479419299677836,2.2634305941504893,55.13497666740522,41.995,-87.933
885,2,2009-07-14,71.0,0.0,29.41,30.06,7.5,16,7.7,1.1604803132249262,2.504251515881733,46.34040574060819,41.786,-87.752
886,1,2009-07-15,75.0,0.68,29.18,29.9,10.0,24,12.4,1.8425977339080952,2.860613031507167,64.4126875468119,41.995,-87.933
887,2,2009-07-15,77.0,0.32,29.23,29.88,10.0,25,13.8,1.8425977339080952,3.055108919367253,60.31201448260371,41.786,-87.752
888,1,2009-07-16,72.0,0.001,29.17,29.89,9.9,28,10.8,1.4928458239097433,2.5894334040296574,57.65144689902383,41.995,-87.933
889,2,2009-07-16,74.0,0.17,29.23,29.88,9.6,28,10.3,1.5466723806554707,2.767547123315401,55.88603596395586,41.786,-87.752
890,1,2009-07-17,64.0,0.0,29.15,29.87,10.6,30,10.8,1.2479419299677836,1.9744078939310175,63.20588232065611,41.995,-87.933
891,2,2009-07-17,64.0,0.001,29.21,29.86,10.1,29,10.4,1.293838786317489,1.9744078939310175,65.5304706942533,41.786,-87.752
892,1,2009-07-18,65.0,0.0,29.31,30.01,8.1,31,8.2,1.293838786317489,2.0434041232627425,63.317812252017575,41.995,-87.933
893,2,2009-07-18,66.0,0.0,29.36,30.0,6.6,32,7.1,1.293838786317489,2.114535089135237,61.18786077211038,41.786,-87.752
894,1,2009-07-19,64.0,0.0,29.39,30.11,1.3,36,4.0,1.293838786317489,1.9744078939310175,65.5304706942533,41.995,-87.933
895,2,2009-07-19,67.0,0.0,29.45,30.1,1.4,4,4.6,1.3412346443657976,2.1878578166173233,61.30355611680007,41.786,-87.752
896,1,2009-07-20,66.0,0.0,29.36,30.09,5.1,9,5.5,1.4406941917649823,2.114535089135237,68.13290539218104,41.995,-87.933
897,2,2009-07-20,68.0,0.0,29.42,30.08,6.2,10,6.5,1.4928458239097433,2.2634305941504893,65.95500775538638,41.786,-87.752
898,1,2009-07-21,69.0,0.04,29.28,30.01,3.1,13,5.8,1.5466723806554707,2.3413129950817426,66.06004339891649,41.995,-87.933
899,2,2009-07-21,73.0,0.0,29.33,29.99,4.9,14,6.3,1.4928458239097433,2.67717649683204,55.761950161906,41.786,-87.752
900,1,2009-07-22,71.0,0.001,29.23,29.95,3.5,3,5.0,1.7796758794005267,2.504251515881733,71.06617957956642,41.995,-87.933
901,2,2009-07-22,73.0,0.0,29.28,29.93,2.8,11,5.9,1.6595376897161735,2.67717649683204,61.98835570534628,41.786,-87.752
902,1,2009-07-23,72.0,0.0,29.21,29.93,2.6,32,5.0,1.6022204474445827,2.5894334040296574,61.875329365536835,41.995,-87.933
903,2,2009-07-23,71.0,0.1,29.26,29.91,1.7,1,6.0,1.718672872360171,2.504251515881733,68.63020193700615,41.786,-87.752
904,1,2009-07-24,72.0,0.14,29.08,29.83,8.9,23,9.8,1.6595376897161735,2.5894334040296574,64.08883453552477,41.995,-87.933
905,2,2009-07-24,73.0,0.19,29.14,29.82,8.7,23,9.6,1.718672872360171,2.67717649683204,64.1972195107014,41.786,-87.752
906,1,2009-07-25,74.0,0.0,29.02,29.73,10.6,28,11.1,1.6022204474445827,2.767547123315401,57.89315867276696,41.995,-87.933
907,2,2009-07-25,74.0,0.001,29.08,29.71,10.8,27,11.5,1.6595376897161735,2.767547123315401,59.964207139790986,41.786,-87.752
908,1,2009-07-26,73.0,0.001,29.13,29.82,8.0,29,8.6,1.6022204474445827,2.67717649683204,59.84739703715926,41.995,-87.933
909,2,2009-07-26,73.0,0.0,29.18,29.8,9.1,29,9.4,1.6595376897161735,2.67717649683204,61.98835570534628,41.786,-87.752
910,1,2009-07-27,74.0,0.02,29.13,29.86,9.3,23,10.1,1.7796758794005267,2.767547123315401,64.30516988879859,41.995,-87.933
911,2,2009-07-27,75.0,0.03,29.21,29.85,9.2,23,9.6,1.7796758794005267,2.860613031507167,62.213094179427394,41.786,-87.752
912,1,2009-07-28,75.0,0.01,29.08,29.78,6.4,28,8.0,1.718672872360171,2.860613031507167,60.080579002838995,41.995,-87.933
913,2,2009-07-28,77.0,0.01,29.13,29.77,6.5,28,7.7,1.8425977339080952,3.055108919367253,60.31201448260371,41.786,-87.752
914,1,2009-07-29,72.0,0.0,29.13,29.84,4.2,35,7.1,1.2479419299677836,2.5894334040296574,48.19362907830514,41.995,-87.933
915,2,2009-07-29,73.0,0.0,29.19,29.82,3.8,3,7.1,1.293838786317489,2.67717649683204,48.32848293149577,41.786,-87.752
916,1,2009-07-30,69.0,0.001,29.15,29.85,4.4,23,5.5,1.5466723806554707,2.3413129950817426,66.06004339891649,41.995,-87.933
917,2,2009-07-30,73.0,0.001,29.2,29.84,4.9,24,6.3,1.5466723806554707,2.67717649683204,57.77252200165664,41.786,-87.752
918,1,2009-07-31,70.0,0.0,29.23,29.94,6.2,26,7.3,1.3901719595497484,2.4215658994293485,57.40797555322974,41.995,-87.933
919,2,2009-07-31,72.0,0.0,29.29,29.92,5.9,27,6.7,1.4406941917649823,2.5894334040296574,55.63742977606547,41.786,-87.752
920,1,2009-08-01,68.0,0.001,29.18,29.91,11.6,22,11.4,1.6595376897161735,2.2634305941504893,73.31957489684066,41.995,-87.933
921,2,2009-08-01,69.0,0.01,29.24,29.9,10.6,23,10.5,1.6595376897161735,2.3413129950817426,70.8806423234427,41.786,-87.752
922,1,2009-08-02,68.0,0.0,29.2,29.93,6.8,25,9.6,1.2479419299677836,2.2634305941504893,55.13497666740522,41.995,-87.933
923,2,2009-08-02,69.0,0.0,29.26,29.92,6.2,26,8.4,1.293838786317489,2.3413129950817426,55.26124824128083,41.786,-87.752
924,1,2009-08-03,76.0,0.07,29.1,29.82,12.2,21,12.4,1.718672872360171,2.956443411602841,58.13312257610199,41.995,-87.933
925,2,2009-08-03,77.0,0.06,29.17,29.81,11.0,21,11.3,1.7796758794005267,3.055108919367253,58.25245273969209,41.786,-87.752
926,1,2009-08-04,76.0,0.0,29.17,29.87,2.5,2,5.8,1.7796758794005267,2.956443411602841,60.19651424465021,41.995,-87.933
927,2,2009-08-04,78.0,0.0,29.21,29.85,1.8,5,6.2,1.907490618143548,3.156681699769707,60.42708133299304,41.786,-87.752
928,1,2009-08-05,70.0,0.0,29.34,30.05,2.9,6,4.2,1.3901719595497484,2.4215658994293485,57.40797555322974,41.995,-87.933
929,2,2009-08-05,73.0,0.0,29.4,30.03,3.8,6,5.6,1.4928458239097433,2.67717649683204,55.761950161906,41.786,-87.752
930,1,2009-08-06,71.0,0.0,29.39,30.09,1.4,6,5.4,1.2479419299677836,2.504251515881733,49.83293099967997,41.995,-87.933
931,2,2009-08-06,72.0,0.0,29.44,30.08,3.4,9,5.5,1.2479419299677836,2.5894334040296574,48.19362907830514,41.786,-87.752
932,1,2009-08-07,69.0,0.33,29.36,30.09,7.3,15,7.8,1.6595376897161735,2.3413129950817426,70.8806423234427,41.995,-87.933
933,2,2009-08-07,71.0,0.23,29.41,30.08,6.4,15,7.2,1.6595376897161735,2.504251515881733,66.26881042864657,41.786,-87.752
934,1,2009-08-08,79.0,0.02,29.2,29.92,12.9,21,13.6,2.4215658994293485,3.261235410853136,74.25302360481452,41.995,-87.933
935,2,2009-08-08,79.0,0.08,29.26,29.92,12.2,21,12.8,2.4215658994293485,3.261235410853136,74.25302360481452,41.786,-87.752
936,1,2009-08-09,84.0,0.18,29.23,29.94,11.6,23,12.9,2.504251515881733,3.83140492977281,65.36118112762952,41.995,-87.933
937,2,2009-08-09,85.0,0.02,29.29,29.92,11.1,23,12.3,2.5894334040296574,3.9554788424132794,65.46447363752847,41.786,-87.752
938,1,2009-08-10,78.0,0.0,29.24,29.95,6.9,26,7.2,2.0434041232627425,3.156681699769707,64.73266289128287,41.995,-87.933
939,2,2009-08-10,79.0,0.0,29.31,29.94,8.3,26,8.9,2.114535089135237,3.261235410853136,64.8384683331424,41.786,-87.752
940,1,2009-08-11,72.0,0.0,29.3,30.0,6.3,2,8.0,1.7796758794005267,2.5894334040296574,68.72838964041354,41.995,-87.933
941,2,2009-08-11,73.0,0.0,29.36,29.98,6.1,2,8.7,1.8425977339080952,2.67717649683204,68.82615830851945,41.786,-87.752
942,1,2009-08-12,72.0,0.0,29.39,30.09,3.7,4,5.9,1.4406941917649823,2.5894334040296574,55.63742977606547,41.995,-87.933
943,2,2009-08-12,73.0,0.0,29.44,30.07,5.5,5,7.0,1.4928458239097433,2.67717649683204,55.761950161906,41.786,-87.752
944,1,2009-08-13,73.0,0.0,29.38,30.1,1.5,14,3.8,1.4406941917649823,2.67717649683204,53.813941421859425,41.995,-87.933
945,2,2009-08-13,75.0,0.0,29.44,30.09,2.0,16,4.0,1.4406941917649823,2.860613031507167,50.363127619744006,41.786,-87.752
946,1,2009-08-14,76.0,0.0,29.38,30.1,5.4,21,5.7,1.6595376897161735,2.956443411602841,56.13290899474556,41.995,-87.933
947,2,2009-08-14,78.0,0.0,29.44,30.08,6.3,21,6.5,1.6595376897161735,3.156681699769707,52.572221324603106,41.786,-87.752
948,1,2009-08-15,78.0,0.0,29.32,30.04,8.7,19,8.9,1.7796758794005267,3.156681699769707,56.378059261735565,41.995,-87.933
949,2,2009-08-15,80.0,0.0,29.38,30.02,8.3,19,8.7,1.7796758794005267,3.3688452478372373,52.82747494985291,41.786,-87.752
950,1,2009-08-16,79.0,0.63,29.27,29.99,9.5,20,10.2,2.1878578166173233,3.261235410853136,67.08677973188638,41.995,-87.933
951,2,2009-08-16,81.0,0.27,29.34,29.97,9.3,21,10.1,2.2634305941504893,3.479587967455363,65.04881081669407,41.786,-87.752
952,1,2009-08-17,77.0,0.33,29.28,30.0,4.6,22,5.8,2.2634305941504893,3.055108919367253,74.08673974933997,41.995,-87.933
953,2,2009-08-17,77.0,0.59,29.34,29.98,5.1,22,7.5,2.2634305941504893,3.055108919367253,74.08673974933997,41.786,-87.752
954,1,2009-08-18,74.0,0.0,29.28,29.99,7.5,27,8.1,1.6595376897161735,2.767547123315401,59.964207139790986,41.995,-87.933
955,2,2009-08-18,75.0,0.0,29.33,29.97,8.0,27,8.3,1.7796758794005267,2.860613031507167,62.213094179427394,41.786,-87.752
956,1,2009-08-19,71.0,0.35,29.08,29.83,5.7,16,8.7,1.718672872360171,2.504251515881733,68.63020193700615,41.995,-87.933
957,2,2009-08-19,73.0,0.61,29.15,29.82,5.9,16,8.2,1.8425977339080952,2.67717649683204,68.82615830851945,41.786,-87.752
958,1,2009-08-20,71.0,0.07,28.93,29.66,12.1,23,12.5,1.7796758794005267,2.504251515881733,71.06617957956642,41.995,-87.933
959,2,2009-08-20,72.0,0.12,29.0,29.65,12.2,23,12.7,1.7796758794005267,2.5894334040296574,68.72838964041354,41.786,-87.752
960,1,2009-08-21,66.0,0.16,29.07,29.75,7.7,27,10.7,1.6022204474445827,2.114535089135237,75.77175974411608,41.995,-87.933
961,2,2009-08-21,67.0,0.05,29.13,29.75,10.1,27,13.2,1.6022204474445827,2.1878578166173233,73.23238444817211,41.786,-87.752
962,1,2009-08-22,63.0,0.0,29.31,30.0,7.8,1,9.4,1.293838786317489,1.907490618143548,67.82936566035164,41.995,-87.933
963,2,2009-08-22,64.0,0.0,29.36,29.99,9.4,36,10.4,1.293838786317489,1.9744078939310175,65.5304706942533,41.786,-87.752
964,1,2009-08-23,65.0,0.0,29.38,30.09,2.7,2,6.4,1.3412346443657976,2.0434041232627425,65.63726817895535,41.995,-87.933
965,2,2009-08-23,66.0,0.0,29.44,30.08,3.5,5,7.6,1.4406941917649823,2.114535089135237,68.13290539218104,41.786,-87.752
966,1,2009-08-24,67.0,0.0,29.41,30.13,3.8,21,5.1,1.4928458239097433,2.1878578166173233,68.23321938798804,41.995,-87.933
967,2,2009-08-24,68.0,0.0,29.47,30.12,5.0,21,5.7,1.5466723806554707,2.2634305941504893,68.3331039463999,41.786,-87.752
968,1,2009-08-25,71.0,0.0,29.33,30.05,9.1,21,9.2,1.7796758794005267,2.504251515881733,71.06617957956642,41.995,-87.933
